标题,标题链接,图片,ID,图片1,时间,点赞
首先 即使考生treat了被请出考场了 一堆媒体堵在考场门口怼孩子脸拍也不对啊 换个角度 为什么号称全城让路 交通改道的考场 范围100米内来个蚊子都会被家长解决的考场 媒体就可以蹲点采访 给媒体的权利是不是太多了,,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/008gTNojly8hnqjnz0qr6j30u00u0mzk.jpg?KID=imgbed,tva&Expires=1719035069&ssig=g93MhzWzlc",努力同时当乌有老鲤赫德雷的狗,https://h5.sinaimg.cn/m/emoticon/icon/default/d_feijie-c1df37ef03.png,"
                6-8 09:25
                来自辽宁
              ",84
這是可高考！真服了某些男的，自己大專都考不上的人生失敗組來網路上欺負考生,,"https://tvax1.sinaimg.cn/crop.0.0.531.531.180/006tRwhOly8h22nqxao2rj30er0erdgi.jpg?KID=imgbed,tva&Expires=1719035069&ssig=Meb%2FB4Pg%2FT",啾小潁,,"
                6-7 23:46
                来自中国台湾
              ",64
一见短袖子，立刻想到白胳膊，立刻想到全裸体……🤮🤮🤮,,"https://tvax4.sinaimg.cn/crop.0.0.373.373.180/006msOAWly8hqvk40ta8wj30ad0ad0t3.jpg?KID=imgbed,tva&Expires=1719035069&ssig=XDnCDy4GBg",超能锅盖头教黑胡椒酱普通市民,,"
                6-7 23:41
                来自上海
              ",55
都泄殖一体了,,"https://tvax4.sinaimg.cn/crop.0.0.1063.1063.180/005HBVdely8hh99c8ak6sj30tj0tjq80.jpg?KID=imgbed,tva&Expires=1719035069&ssig=RWF5dEPDwS",嫌癔人W某,https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2023_read_org.png,"
                6-7 23:14
                来自山东
              ",51
#大象新闻引导网爆高考未成年人#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%A4%A7%E8%B1%A1%E6%96%B0%E9%97%BB%E5%BC%95%E5%AF%BC%E7%BD%91%E7%88%86%E9%AB%98%E8%80%83%E6%9C%AA%E6%88%90%E5%B9%B4%E4%BA%BA%23,"https://tvax4.sinaimg.cn/crop.0.0.560.560.180/006kZ751ly8hqw5i0h1c5j30fk0fkq3e.jpg?KID=imgbed,tva&Expires=1719035069&ssig=rIqSDoWL13",进击的美1厨,,"
                6-7 22:56
                来自吉林
              ",32
@共青团中央 你怎么看,https://m.weibo.cn/n/%E5%85%B1%E9%9D%92%E5%9B%A2%E4%B8%AD%E5%A4%AE,"https://tvax4.sinaimg.cn/crop.0.0.959.959.180/008g6EMaly8hp91s5pdu1j30qn0qn0tr.jpg?KID=imgbed,tva&Expires=1719035069&ssig=hOaMLqBpQD",Renessanssi,https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png,"
                6-7 23:04
                来自安徽
              ",32
要我说男的就不该在av里了解女性跟文盲似的 看见一个词就拿来装自己超有文化,,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/008zm9vHly8hodxz9vomoj30u00u00tv.jpg?KID=imgbed,tva&Expires=1719035069&ssig=MlJIj7YLxU",再说一句就再说一句,https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png,"
                6-8 13:46
                来自广东
              ",42
我去搜了一下，按照原博的截图p10作者是娱乐每日谭，p11是迷彩在线，其实两位都不是新闻媒体，最多算营销号或自媒体，更和大象新闻没关系。所以有当时大象新闻关于这次报道的截图吗？虽然大象新闻确实不是啥好媒体，但是说它“引导网暴”是不是还需要证据。。 ,,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/006kGGnsly8hqsqnphce2j30e80e80vo.jpg?KID=imgbed,tva&Expires=1719035069&ssig=wIGKBG%2BGb8",101101嗯都可以,,"
                6-8 02:47
                来自四川
              ",46
女孩子穿的哪里不正常了，这不比那些造谣的恶臭男的脑子正常多了,,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/006Ba5N9ly8howalb763yj30u00u00xw.jpg?KID=imgbed,tva&Expires=1719035069&ssig=cm4Jrx0Mgy",暴躁漓漓,,"
                6-8 08:08
                来自云南
              ",49
这种莫名其妙毁掉一个女孩的戏码还要上演多少遍#考生穿鞋带金属特警购鞋送考场#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%80%83%E7%94%9F%E7%A9%BF%E9%9E%8B%E5%B8%A6%E9%87%91%E5%B1%9E%E7%89%B9%E8%AD%A6%E8%B4%AD%E9%9E%8B%E9%80%81%E8%80%83%E5%9C%BA%23,"https://tvax2.sinaimg.cn/crop.0.0.1544.1544.180/005BYHYmly8fpvcmzmu0wj316w16wgq1.jpg?KID=imgbed,tva&Expires=1719035069&ssig=9%2BQeANVZCv",预见消逝的明日吧,https://h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-0be7e6251f.png,"
                6-8 00:45
                来自广东
              ",51
说出那些话的拿脚指头想想90％主页都是男的，剩下10%是男装女,,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/0060vbIYly8h6q2xu0p3xj30e80e8wev.jpg?KID=imgbed,tva&Expires=1719035069&ssig=dk5VWh%2BEeA",为诗行远方,https://h5.sinaimg.cn/m/emoticon/icon/default/d_aini-09d5f3f870.png,"
                6-7 23:27
                来自云南
              ",44
这种文字。。。。能称为新闻老天，，，这种职业素养能称为记者，老师我们新闻系名声就是这样被毁掉的,,"https://tvax3.sinaimg.cn/crop.0.0.1024.1024.180/008sojbBly8hjtr3s3p3lj30sg0sh772.jpg?KID=imgbed,tva&Expires=1719035069&ssig=yvJGBVuVzd",大呀大西瓜x,,"
                6-8 05:21
                来自四川
              ",33
。。。。网暴黄谣的是记不得自己逼死过多少人吗 粉发女生才过去多久 职业化妆来遇难小孩学校的妈妈才过去多久,,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/626c573fly8h0db5yio6wj20e80e8gmj.jpg?KID=imgbed,tva&Expires=1719035069&ssig=JRawOfl%2BY4",暴崽子君,,"
                6-8 01:05
                来自福建
              ",44
我有时候真的怀疑，y染色体天生涉黄,,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/78809375ly8gk1m0r5vwxj20e80e8jrv.jpg?KID=imgbed,tva&Expires=1719035069&ssig=dKLKLrSuEs",Hey-September-,,"
                6-8 01:08
                来自福建
              ",55
一见短袖子，立刻想到白臂膊，立刻想到全裸体，立刻想到生殖器，立刻想到性交，立刻想到杂交，立刻想到私生子。中国人的想像惟在这一层能够如此跃进。,,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006Gucxgly8hpy8oo82d7j30e80e8q41.jpg?KID=imgbed,tva&Expires=1719035073&ssig=ll48YuAGU6",用户2004520_,,"
                6-8 09:38
                来自湖北
              ",41
这些人还剩的阳寿都换成妹妹高考加的分,,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/73231a9ely8hpvs34ky8oj20e80e8aai.jpg?KID=imgbed,tva&Expires=1719035073&ssig=8bZzwUGKhu",塔矢瞳,https://h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-b7d86de3fd.png,"
                6-8 01:27
                来自湖北
              ",41
流量时代放大了男凝审美，有一点点所谓的元素。他们就像闻到味的苍蝇，足够他们颅内狂欢开趴🪰,,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/7240e532ly8gkwv9qe444j20u00u0q6n.jpg?KID=imgbed,tva&Expires=1719035073&ssig=ucOH9EbqmD",Oasisonia,,"
                6-7 23:17
                来自浙江
              ",45
#大象新闻网暴女高考生穿裙子致其弃考#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%A4%A7%E8%B1%A1%E6%96%B0%E9%97%BB%E7%BD%91%E6%9A%B4%E5%A5%B3%E9%AB%98%E8%80%83%E7%94%9F%E7%A9%BF%E8%A3%99%E5%AD%90%E8%87%B4%E5%85%B6%E5%BC%83%E8%80%83%23,"https://tvax2.sinaimg.cn/crop.0.0.240.240.180/006XKzfAly8hpx2tsimi7j306o06oweh.jpg?KID=imgbed,tva&Expires=1719035073&ssig=4aM2FmOkIy",扣1送南堡石块,,"
                6-7 22:46
                来自上海
              ",48
#女考生因穿裙子而被网暴到放弃高考# 我知道男的上网发表这种明显脑摊的言论就是为了把手机调成震动放入钢门自W的,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%A5%B3%E8%80%83%E7%94%9F%E5%9B%A0%E7%A9%BF%E8%A3%99%E5%AD%90%E8%80%8C%E8%A2%AB%E7%BD%91%E6%9A%B4%E5%88%B0%E6%94%BE%E5%BC%83%E9%AB%98%E8%80%83%23,"https://tvax2.sinaimg.cn/crop.0.0.960.960.180/008leURply8hn0ct5j44ej30qo0qon0i.jpg?KID=imgbed,tva&Expires=1719035073&ssig=6TZtZXn%2B65",我是一个敏感脆弱的小女生,https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/cb/2022_Flowers_org.png,"
                6-7 23:02
                来自湖北
              ",37
第二张，毕业没几年，身材火辣的麻辣女教师笑死，说这个孩子衣着就罢了，哼，还YY老师恶心...这种写出来典型就是男性思想吗？,,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/006FtHf2ly8gt6yzzoe8xj30ro0rowgb.jpg?KID=imgbed,tva&Expires=1719035073&ssig=RvTayHb4%2Fm",猫吃橘呀,https://h5.sinaimg.cn/m/emoticon/icon/default/d_aini-09d5f3f870.png,"
                6-8 12:38
                来自江苏
              ",33
建议给他们🈹️了冷静一下,,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/008a8E89ly8hoz56ze20nj30u00u0gmy.jpg?KID=imgbed,tva&Expires=1719035073&ssig=Ilv9dD2avN",OA-winterbearrrr_jnnn,,"
                6-8 01:17
                来自四川
              ",23
我天 评论里说高考这两天为啥非得穿这样的、因为这件事小题大做不高考觉得没必要的人能不能去屎。这样穿咋了？有问题吗？高考也没说必须穿校服况且这就是很正常的穿搭啊？说没必要的人别忘了这只是个未成年小女孩，以为谁都能像他那样冷淡到骨子里脸皮厚到没边地到处说垃圾话吗？,,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/008s2nWFly8hqmv7ehb4aj30e80e8q38.jpg?KID=imgbed,tva&Expires=1719035073&ssig=nFDd4in%2FBk",卡斯洛KsL,,"
                6-8 13:08
                来自四川
              ",18
有一种宣传叫不管别人死活,,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/61109012ly8gdi6r1zwo8j20u00u0mzw.jpg?KID=imgbed,tva&Expires=1719035073&ssig=W9sndaHFcP",神仙丁鹏,,"
                6-8 03:13
                来自北京
              ",20
这一条微博上面一条是星二代时尚大片，王诗龄穿的尖头高跟鞋和妈妈拍杂志。这样对比看得我好难过。在另一个次元里青春美丽无价，在现实世界里普通家庭小女孩是没有自由爱美的权利的。,,"https://tvax2.sinaimg.cn/crop.0.0.750.750.180/006msgtFly8g2jxe0xwxzj30ku0kumye.jpg?KID=imgbed,tva&Expires=1719035073&ssig=Tug%2BIHSZht",溢出来的吖,,"
                6-8 02:33
                来自浙江
              ",26
#考生穿鞋带金属特警购鞋送考场# 都说高考重要，但不包括对女的是吧,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%80%83%E7%94%9F%E7%A9%BF%E9%9E%8B%E5%B8%A6%E9%87%91%E5%B1%9E%E7%89%B9%E8%AD%A6%E8%B4%AD%E9%9E%8B%E9%80%81%E8%80%83%E5%9C%BA%23,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/0067hn3gly8g1y055z4lnj30ku0kujrx.jpg?KID=imgbed,tva&Expires=1719035073&ssig=UAvD9%2BB8mG",218aaaa,https://h5.sinaimg.cn/m/emoticon/icon/default/d_keai-9aae643ce8.png,"
                6-8 00:42
                来自山东
              ",36
因为女性身体被物化了，学生被物化了，校服被物化了，被凝视，一个孩子的着装、身体被媒体当作吸引眼球的资源，各种意义上的堕落，可悲的新闻，可鄙的为无法交配发疯的雄性,,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/005TVCyBly8g3sdw919itj30ro0ro766.jpg?KID=imgbed,tva&Expires=1719035073&ssig=WYOyM1U4Nk",泡沫加味水,,"
                6-8 15:54
                来自福建
              ",31
能不能先管管大街上不穿上衣的男的？,,"https://tvax4.sinaimg.cn/crop.0.0.640.640.180/0062sZmfly8hoo1zbk39qj30hs0hs3zq.jpg?KID=imgbed,tva&Expires=1719035073&ssig=MgqlITMy%2Fl",我的作业写不完了,,"
                6-8 00:30
                来自云南
              ",20
虽然但是…在当下主流里高考已经成为了每年流量最大也是大家公认的最重要的事之一吧，即使是在这种公认的大事面前有的人依旧不放弃打着正义的旗号，给女性造黄谣如果能把这种坚持不懈的毅力放到现实生活里专注地完成一件事，也不至于现在只能依靠在网络上进行一些猎巫行动来实现自己的价值…,,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/008520Tsly8hi4ite372lj30e80e8glz.jpg?KID=imgbed,tva&Expires=1719035073&ssig=Svqe62zsk%2F",拉屎不用小包纸,https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png,"
                6-8 03:05
                来自北京
              ",30
有人拿出女孩早期言论，说她厌女辱女。那些话我看了确实也很难受，但是她无论说过做过什么，都不该有媒体这么带节奏造谣网暴她，更何况是人生很重要的高考时刻。而且个人坚信女性厌女、雌竞等都是父权社会造成的，遇事我们应该团结一心。,,"https://tvax4.sinaimg.cn/crop.0.0.541.541.180/ba13e3d4ly8hcfjuf10dij20f10f1myr.jpg?KID=imgbed,tva&Expires=1719035073&ssig=u6C%2Fm7NkO9",国王秋秋,,"
                6-9 03:04
                来自陕西
              ",19
一边说着高考生重要一边造谣网暴女生，你们说的重要不会仅男考生适用吧//@今雨渡和:#大象新闻引导网暴影响女生高考#,https://m.weibo.cn/n/%E4%BB%8A%E9%9B%A8%E6%B8%A1%E5%92%8C,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/007TM3awly8h72x7rcxewj30u00u0aag.jpg?KID=imgbed,tva&Expires=1719035073&ssig=kxiOU97A9u",有点吃够麦当当了,https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png,"
                6-7 23:19
                来自黑龙江
              ",15
不是这踏马是高考啊，这是高考啊，能不能报警啊我操,,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/0069LIK9ly8hict4w06rrj30u00u0goa.jpg?KID=imgbed,tva&Expires=1719035073&ssig=MdwgiLSqhb",旧柿旧柿,,"
                6-8 02:04
                来自陕西
              ",21
#女考生因穿裙子而被网暴到放弃高考# 穿的好看点参加人生的重要时刻怎么了又没暴露不是所有的衣服都是男凝的产物,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%A5%B3%E8%80%83%E7%94%9F%E5%9B%A0%E7%A9%BF%E8%A3%99%E5%AD%90%E8%80%8C%E8%A2%AB%E7%BD%91%E6%9A%B4%E5%88%B0%E6%94%BE%E5%BC%83%E9%AB%98%E8%80%83%23,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/008u9PsHly8hqjk493crcj30u00u040w.jpg?KID=imgbed,tva&Expires=1719035073&ssig=hK1OncfLLP",忧伤催眠曲,https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png,"
                6-7 23:10
                来自辽宁
              ",16
有些楠的是不是自己站街站久了所以看谁都是同行,,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/008ttve1ly8hldfyzo3j9j30u00u0dgz.jpg?KID=imgbed,tva&Expires=1719035073&ssig=oXzSyOSYqG",呃呃呃怎么你了呢,https://h5.sinaimg.cn/m/emoticon/icon/default/d_feijie-c1df37ef03.png,"
                6-8 09:12
                来自河北
              ",12
图片里诸多男性的评论，让我对男性群体的素质下线有了新的认识。,,"https://tvax2.sinaimg.cn/crop.0.0.1076.1076.180/008zcbzrly8hqhfng29h0j30tw0twgot.jpg?KID=imgbed,tva&Expires=1719035073&ssig=vG3zmj8lot",假两难选择,,"
                6-8 03:42
                来自福建
              ",14
只能说要以绝对的恶来解读男人 当时我也是高考前学校组织模考坐我位置上的陌生男生在我的追星小卡背面开hq，我的学校老师管的严中考市排名最前面的人才能进，理论上不会有人渣，且我的小卡在我备用笔袋里面我根本没放在抽屉显眼的地方，很明显就是他自己私自打开我的笔袋看见小卡上的帅哥破防了,,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/008wrMOely8hf0lvtzd2jj30u00u076u.jpg?KID=imgbed,tva&Expires=1719035078&ssig=seoKiHVdxd",Christina_霖7,https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-139d0e07bd.png,"
                6-8 10:44
                来自江苏
              ",16
支持女生发声，但是为什么p7的聊天记录是昨天可以今天不行？今天（6.7日）是高考的第一天吧，那昨天从何而来？难道是考场踩点模拟？但是就算踩点模拟应该也没有安检吧？这是今年的新闻吗？,,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006wvifDly8hksf744y7wj30e80e8mxt.jpg?KID=imgbed,tva&Expires=1719035078&ssig=3AOwwE8rbx",看我微博先给钱,,"
                6-8 00:45
                来自广东
              ",16
男的编男的信，赛博刚交,,"https://tvax1.sinaimg.cn/crop.0.0.1062.1062.180/006gZXHDly8hp6sjbjdgoj30ti0tiah3.jpg?KID=imgbed,tva&Expires=1719035078&ssig=wNEMsiLw1O",我看谁不知道我有只小柯基,https://h5.sinaimg.cn/m/emoticon/icon/default/d_keai-9aae643ce8.png,"
                6-8 00:14
                来自黑龙江
              ",17
#女考生因穿裙子而被网暴到放弃高考# ,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%A5%B3%E8%80%83%E7%94%9F%E5%9B%A0%E7%A9%BF%E8%A3%99%E5%AD%90%E8%80%8C%E8%A2%AB%E7%BD%91%E6%9A%B4%E5%88%B0%E6%94%BE%E5%BC%83%E9%AB%98%E8%80%83%23,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/008arJl6ly8hhl1658417j30u00u0ad2.jpg?KID=imgbed,tva&Expires=1719035078&ssig=kka9Vhx27m",图多盖洛202007,,"
                6-7 22:45
                来自山东
              ",5
这张图居然是真的,,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/005SBHK6ly8hn4uk2vlj9j30u00u00w0.jpg?KID=imgbed,tva&Expires=1719035078&ssig=t9PSZ0EFYs",A_ZAnnita,https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-139d0e07bd.png,"
                6-8 12:14
                来自美国
              ",14
大家举报大象新闻，投诉页选网暴，填被害人id，举证放截图,,"https://tvax4.sinaimg.cn/crop.0.0.370.370.180/735dae02ly8hnmk26pupcj20aa0aaq38.jpg?KID=imgbed,tva&Expires=1719035078&ssig=SpxcSQI%2BEf",茉奈碧碧,,"
                6-8 12:37
                来自广东
              ",14
为什么要伤害一个高考生？就因为她是女的穿了裙子？,,"https://tvax1.sinaimg.cn/crop.0.0.653.653.180/008aFYgwly8hlrhf947t2j30i50i5mxv.jpg?KID=imgbed,tva&Expires=1719035078&ssig=2fjD%2BkrBSe",不可解魔术成分,,"
                6-8 11:32
                来自江西
              ",13
这是在挑衅高考#女考生因穿裙子而被网暴到放弃高考#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%A5%B3%E8%80%83%E7%94%9F%E5%9B%A0%E7%A9%BF%E8%A3%99%E5%AD%90%E8%80%8C%E8%A2%AB%E7%BD%91%E6%9A%B4%E5%88%B0%E6%94%BE%E5%BC%83%E9%AB%98%E8%80%83%23,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/008zm9vHly8hodxz9vomoj30u00u00tv.jpg?KID=imgbed,tva&Expires=1719035078&ssig=REjHDnjczV",再说一句就再说一句,https://h5.sinaimg.cn/m/emoticon/icon/default/d_yiwen-40c066d5c3.png,"
                6-8 10:20
                来自广东
              ",10
